name,price,description,sku,bottle_size,alcohol_vol,sugar_content,varietal,country,region,score,wine_type,group
Rolet Etoile Blanc Expression 2013,39.2,blend chardonnay savagnin give nice cedar melon fruit creamymealy overlay subtle direct woody creamy palate bright fresh citrus aftertaste long finish,635234,750,13.0,,white,France,Jura,,white,LCBO
Forrester The Bridge Cabernet Sauvignon 2013,202.4,around vibrant core dark cherry penetrating fruit fine oak california cabernet resounds deep concentrated flavour picture elegance terrific choice heartier menu pairing,454834,750,14.7,,cabernet sauvignon,USA,California,,red,LCBO
Columbia Crest Grand Estates Merlot,17.95,deep ruby colour defined aroma flavour black plum cherry chocolate vanilla spice palate dry medium full bodied soft tannin medium finish,454835,750,13.5,7.0,merlot,USA,Washington,,red,LCBO
Las Mulas Merlot Reserva Organic,14.95,deep ruby purple highlight nose offer moderate aroma mixed red berry plum black cherry toasted oak palate dry mediumbodied medium acid tannin concentrated flavour black cherry plum vanilla followed medium length finish,454868,750,13.5,6.0,merlot,Chile,Central Valley,,red,LCBO
Ghost Pines Merlot,21.95,ghost pine look beyond regional boundary find best grape available throughout california wine e prime site sonoma napa brings whack ripe rich dark fruit touch spice smoke cocoa milk chocolate herb velvety lush wine great option merlot classic pairing lamb try shepherd pie duck roasted pork loin,454876,750,14.5,7.0,merlot,USA,California,,red,VINTAGES
McMichael Collection Cabernet Merlot VQA,14.95,medium ruby colour inviting aroma cherry red berry fruit spice herbaceous note mediumbodied extradry palate flavour darker blackberry cranberry leather vanilla spice fine tannin balanced acidity lead medium length finish,456590,750,12.5,8.0,cabernet sauvignon/merlot,Canada,Ontario,,red,LCBO
Fleur Du Cap Cabernet Sauvignon,13.0,deep ruby red colour moderate aroma dark chocolate plum blackberry cherry spice extradry fullbodied palate flavour black cherry red currant vanilla oak spice velvety soft texture supple tannin,457101,750,14.0,3.0,cabernet sauvignon,South Africa,Western Cape,,red,LCBO
Game Changer The Obstinate Red VQA,14.95,ruby red colour fruit forward aroma plum raspberry cherry palate extradry mediumbodied showing flavour strawberry red plum spice slight herbaceous character smooth finish,457523,750,12.5,9.0,blend,Canada,Ontario,,red,LCBO
Nuaré Livio Felluga IGT Rosso 2015,28.2,blend italy northeastern region bine pinot nero merlot result nimble smooth wine note fruit coffee bean cocoa white pepper go great game,458025,750,13.5,,pinot noir,Italy,,,red,LCBO
Bartoli Rosso Di Marco 2014,38.05,na,458306,750,13.0,,red - medium bodied,Italy,,,red,LCBO
Pelee Island Pinot Noir Reserve VQA,17.95,medium ruby red colour quite perfumed aroma cherry fruit vanilla underlying note earth chocolate dry medium bodied cherry fruit mushroom herb flavour welll balanced moderate long finish,458521,750,12.5,9.0,pinot noir,Canada,Ontario,,red,LCBO
Lindemans Bin 99 Pinot Noir,12.0,garnet colour berrycherry fruit earthymushroom note light bodied berry fruit garnet colour berrycherry fruit earthymushroom note light bodied berry fruit vanilla palate delicate spicy note finish,458661,750,13.5,6.0,pinot noir,Australia,,,red,LCBO
Lindemans Bin 40 Merlot,12.0,ruby red colour black cherry spice nose soft round plummy flavour herbal note finish,458679,750,13.5,11.0,merlot,Australia,,,red,LCBO
Felix & Lucie Sauvignon Blanc,13.8,sunny day france languedoc region able grow international grape variety sauvignon blanc well good grape translate wine aroma flavour melon white flower citrus grass finish crisp refreshing enjoy solo appetizer sushi,635938,750,12.0,2.0,sauvignon blanc,France,South of France,,white,LCBO
Rolet Côtes du Jura Blanc Chardonnay 2015,34.95,dry steely offer crisp acidity plus butter wood flavour bring citrus well white peach fruit,635986,750,13.0,,chardonnay,France,Jura,,white,LCBO
Bois Garde Vin Pays Mediter White 2017,17.35,floral aroma boxwood grapefruit note freshness minerality mouth aperitif delicious grilled fish barbecue,635994,750,13.0,,sauvignon blanc,France,,,white,LCBO
Château des Fines Roches Blanc 2016,48.95,floral aroma develop first two year aging afterwards evolve towards fruit aroma like apricot touch honey delicious grilled fish fish cooked white wine sauce also excellent white meat veal gourmet diner certainly appreciate tasting wine young goat cheese,636133,750,13.5,,grenache,France,,,white,LCBO
Chateau Jas Bressy Chateau Pape White 2016,55.7,rich rounded wine damp woodland note fruit flavour well balanced present impressive length round plex wine enjoyed fish white sauce creamy white meat mature cheese,636463,750,14.0,,grenache,France,,,white,LCBO
Metinella Ombra Toscana Bianco IGT,25.05,discover floral fruity aroma inviting note peach citrus chamomile leading delightfully long gratifyingly dry finish white meat orzo gnocchi wrong turn wine table,637313,750,12.5,,sangiovese,Italy,Tuscany,,white,LCBO
"Domaine Bernard Fleuriet, Sancerre Tradition 2017",37.45,expressive nose floral exotic fruity note lightly vegetal fresh attack palate round fullbodied finish fruity underlying vegetal edge,639137,750,13.5,,sauvignon blanc,France,Loire,,white,LCBO
J Vineyards Pinot Gris 2017,21.95,hint spearmint mineral nose ample ripeapple honeydew flavor palate add substantial wellbalanced wine bright acidity lends tangy undertone score jim gordon wine enthusiast nov,639617,750,13.5,4.0,pinot gris,USA,California,88.0,white,VINTAGES
Klinker Brick Winery Albariño 2017,21.95,dry appetizing wine pale color light aroma apricot almond followed crisp fresh relatively austere flavor mouthwatering refreshing great antidote rich oaky wine score jim gordon wine enthusiast june,639740,750,13.6,2.0,alvarinho,USA,California,89.0,white,VINTAGES
Sattlerhof Gamlitz Sauvignon Blanc 2017,35.35,point wine enthusiast jan subtle note ripe lemon nettle mingle nose palate remains resolutely light bright lemon freshness dry finish close herbal tisane note,640309,750,12.5,,sauvignon blanc,Austria,Styria,,white,LCBO
Sattlerhof Sauvignon Blanc 2017,30.55,point wine enthusiast jan subtle note ripe lemon nettle mingle nose palate remains resolutely light bright lemon freshness dry finish close herbal tisane note,640416,750,12.5,,sauvignon blanc,Austria,Styria,,white,LCBO
Heggies-500 Chardonnay 2016,27.35,pale straw green gold reflection wine show fresh aroma citrus zest quince white flower underlying hint spicy oak zesty lively palate ripe quince stone fruit flavour balanced crisp acidity drive palate length subtle nuance fine french plement fresh varietal expression,641034,750,13.0,,chardonnay,Australia,,,white,LCBO
Chateau Larose Perganson 2006,33.1,na,458868,750,12.5,,cabernet sauvignon/merlot,France,Bordeaux,,red,LCBO
The Cab! Domaine De La Paleine 2015,31.5,ruby colour lot red black fruit nose mouth clean round plex,459130,750,13.5,,cabernet franc,France,Loire,,red,LCBO
Columbia Crest Grand Estates Cabernet Sauvignon,17.95,barrelaged new oak plexity wine pours deep garnetruby colour offer aroma stewed cherry tobacco licorice palate mediumbodied dry low acid medium tannin balancing flavour cherry clove cassis followed toasty oak finish,460154,750,13.5,7.0,cabernet sauvignon,USA,Washington,,red,LCBO
"United Stars Mukuzani Dry, Kakheti, Georgia",16.0,saperavi grape indigenous georgia country planted red grape variety forward aroma black cherry spicy floral leathery note wine deeply coloured dry lively acidity robust tannic structure,460501,750,13.0,5.0,saperavi,Georgia,Kakheti,,red,LCBO
"United Stars Alazanis Valley Off Dry, Kakheti, Georgia",15.0,semisweet red wine country georgia made indigenous seperavi grape ruby red colour aroma flavour blackberry dark plum prune mediumbodied fruity smooth finish ideal pair spicy mexican cuisine barbecued rib beef stew,460519,750,11.5,34.0,saperavi,Georgia,Kakheti,,red,LCBO
Yalumba Coonawarra Cabernet Sauvignon,18.95,deep dark intense rich berry flavour popular pick reflects unique characteristic australian region best possible way,460667,750,14.0,4.0,cabernet sauvignon,Australia,South Australia,,red,LCBO
Columbia Winery Cabernet Sauvignon,19.95,washington columbia valley renowned structured flavourful red aroma black fruit layered oak spice palate dry medium acidity firm tannin experience flavour black fruit smoky oak leather spicy note,460675,750,13.5,9.0,cabernet sauvignon,USA,Washington,,red,LCBO
Peljesac Red,13.4,pale ruby colour prominent note plum raspberry cherry palate dry mediumbodied filled flavour red berry fruit savoury herbal note well integrated tannin finish pleasant spice note,460873,750,12.0,10.0,red - medium bodied,Croatia,,,red,LCBO
Helderberg Winery Cabernet Sauvignon,14.95,favourable climatic condition hand harvesting produced plush fullbodied ruby red wine palate extradry full concentrated aroma flavour dark berry plum currant spice balanced bright acidity finish plemented structured tannin silky texture,461509,750,14.5,4.0,cabernet sauvignon,South Africa,Stellenbosch,,red,LCBO
19 Crimes Cabernet Sauvignon,19.0,inky purple aroma strawberry jam leather sweet spice palate full dry medium acidity soft tannin look big fruity flavour blackberry strawberry jam vanilla followed lengthy spicy finish,461525,750,13.5,2.0,cabernet sauvignon,Australia,South Australia,,red,LCBO
Gentleman's Collection Cabernet Sauvignon,18.05,vibrant ruby red wine offer pronounced aroma cherry strawberry dried flower palate rich full medium acid tannin carrying flavour jammy cherry mocha pepper followed soft finish,461533,750,14.0,13.0,cabernet sauvignon,Australia,South Australia,,red,LCBO
Quinta De Bons Ventos Lisboa VR,10.7,elegant blend four grape variety create silky red pours deep ruby colour offer aroma black cherry tobacco vanilla palate well balanced medium weight flavourful mix sweet cassis earth leather tart cherry followed medium length lightly spiced finish,462051,750,13.0,11.0,red,Portugal,Alenquer,,red,LCBO
Chevalier Bourgogne Blanc 2016,32.2,lovely chardonnay expressive white yellow orchard fruit aroma display hint wood influence good volume fine midpalate concentration vibrant delineated flavour exude fine bead minerality clean dry utterly delicious finish,642537,750,13.0,,chardonnay,France,Burgundy,,white,LCBO
Heinrich Chardonnay Leithaberg DAC 2015,35.55,e limestone schist slope leithaberg leitha mountain expect note yellow plum peach wild herb front backed crisp acidity subtle smokiness finish certified organic biodynamically farmed,642727,750,13.0,,chardonnay,Austria,,,white,LCBO
Eva Fricke Elements Riesling QbA Trocken 2017,54.5,point james suckling reminiscent great dry rheingau wine totally modern clarity lot earth root character long polished finish suggests develop well organically grown grape,642933,750,12.5,,riesling,Germany,Rheingau,,white,LCBO
Eva Fricke Lorcher Krone Riesling QbA Trocken 2017,87.85,powerful acidity fuel dense concentrated flavor jellied citrus ripe pear kumquat laced plenty savory mineral note white long rich finish filled hint ginger cream spice point wine spectator,643006,750,13.0,,riesling,Germany,Rheingau,,white,LCBO
Eva Fricke Lorcher Schlossberg Auslese Riesling 2017,105.75,rheingau lorcher schlossberg auslese riesling offer super clear fine botrytisraisin bined bright fruit clear slate aroma super fresh also bit greenish wine bright elegant finely racy acidity lingering mineral character,643113,375,8.5,,riesling,Germany,Rhine,,white,LCBO
Jean Monnier Meursault 1er cru Genevrieres 2013,132.95,mouth dry extract concluding plex irreproachably wellbalanced finish,644251,750,13.0,,chardonnay,France,Burgundy,,white,LCBO
Claudie Jobard Rully 1er cru les Cloux 2016,59.35,le cloux eastfacing vineyard one rullys best site vine year old entirely fermented litre oak barrel new greengold colour discreet richly fresh aroma palate full intensely fruity creamy texture superb balance lovely length drink,644319,750,13.5,,chardonnay,France,Burgundy,,white,LCBO
Pierre Sparr Sol Grès Riesling 2016,19.95,one great name alsatian wine riesling subtle floral impressive peach grapefruit citrus honey mineral tone touch licorice fresh crisp fine pairing grilled roasted chicken vintage panel may,644419,750,12.2,6.0,riesling,France,Alsace,,white,VINTAGES
Reif Estate Winery Semillon 2016,19.95,crisp lemonfresh niagara white wine made semillon grape mediumbodied juicy acidity shellfish seafood drink score natalie maclean nov,644591,750,13.5,8.0,semillon,Canada,Ontario,89.0,white,VINTAGES
Southbrook Estate Grown Small Lot Wild Ferment Chardonnay 2017,35.0,acclaimed winemaker ann sperling add splash semillon veganfriendly ambientyeastfermented chardonnay add touch extra roundness creamy plex peach ripe melon apple orange custard delightful subtle sherry note savour next year stuffed pork tenderloin butternut squash ravioli brown butter sauce vintage panel sept,644625,750,13.0,2.0,chardonnay,Canada,Ontario,,white,VINTAGES
Redstone Viognier 2016,19.95,creamy rich vanilla custardinfused version viognier surely please fan similarly rich gentle giant chardonnay fruit beyond wood plush ripe hitting note like asian pear white peach yellow plum acid moderate adequate length depth good winter white served alongside sweet shellfish lobster scallop white meat roast chicken pork score john szabo m aug,644633,750,13.0,2.0,viognier,Canada,Ontario,88.0,white,VINTAGES
Villa Blanche Terret Blanc 2017,20.05,wine beautiful greenish gleam nose refined fresh exotic aniseed aroma mouth clean elegant persistent note citrus fruit always touch salinity characteristic grape finish wine pany seafood platter fish white meat dish perfection time year,645563,750,12.0,,pinot blanc,France,,,white,LCBO
Trapiche Pure Malbec,9.0,trapiche argentina leading exporter wine malbec show mitment pure fruit flavour glass opaque deep ruby purple hue expect aroma plum blackberry cherry spice palate dry finely textured brimming flavour plum blackberry spice,462507,375,13.5,4.0,malbec,Argentina,,,red,LCBO
